"","management","node_id","node_name","taxon","services","short_ave"
"1","E",1,"01PLANT.Ash","Plant","Bird watching",3
"2","E",1,"01PLANT.Ash","Plant","Butterfly watching",3.25
"3","E",1,"01PLANT.Ash","Plant","Crop damage",2.86666666666667
"4","E",1,"01PLANT.Ash","Plant","Crop production",3.66666666666667
"5","E",1,"01PLANT.Ash","Plant","Pest control",3.25
"6","E",1,"01PLANT.Ash","Plant","Pollination",3.94017094017094
"7","E",1,"01PLANT.Ash","Plant","Seed dispersal",3
"8","E",2,"01PLANT.Autumn Hawkbit","Plant","Bird watching",1.85714285714286
"9","E",2,"01PLANT.Autumn Hawkbit","Plant","Butterfly watching",3
"10","E",2,"01PLANT.Autumn Hawkbit","Plant","Crop damage",2.33333333333333
"11","E",2,"01PLANT.Autumn Hawkbit","Plant","Crop production",4
"12","E",2,"01PLANT.Autumn Hawkbit","Plant","Pest control",3.75
"13","E",2,"01PLANT.Autumn Hawkbit","Plant","Pollination",3.08547008547009
"14","E",2,"01PLANT.Autumn Hawkbit","Plant","Seed dispersal",2.2
"15","E",3,"01PLANT.Bindweed sp","Plant","Bird watching",3
"16","E",3,"01PLANT.Bindweed sp","Plant","Butterfly watching",2.875
"17","E",3,"01PLANT.Bindweed sp","Plant","Crop damage",3.26666666666667
"18","E",3,"01PLANT.Bindweed sp","Plant","Crop production",4.33333333333333
"19","E",3,"01PLANT.Bindweed sp","Plant","Pest control",4.25
"20","E",3,"01PLANT.Bindweed sp","Plant","Pollination",2.86324786324786
"21","E",3,"01PLANT.Bindweed sp","Plant","Seed dispersal",3
"22","E",4,"01PLANT.Black Bindweed","Plant","Bird watching",1
"23","E",4,"01PLANT.Black Bindweed","Plant","Butterfly watching",3
"24","E",4,"01PLANT.Black Bindweed","Plant","Crop damage",1.4
"25","E",4,"01PLANT.Black Bindweed","Plant","Crop production",3.66666666666667
"26","E",4,"01PLANT.Black Bindweed","Plant","Pest control",3.25
"27","E",4,"01PLANT.Black Bindweed","Plant","Pollination",3.13675213675214
"28","E",4,"01PLANT.Black Bindweed","Plant","Seed dispersal",1
"29","E",5,"01PLANT.Blackthorn","Plant","Bird watching",1.57142857142857
"30","E",5,"01PLANT.Blackthorn","Plant","Butterfly watching",3
"31","E",5,"01PLANT.Blackthorn","Plant","Crop damage",2.06666666666667
"32","E",5,"01PLANT.Blackthorn","Plant","Crop production",3
"33","E",5,"01PLANT.Blackthorn","Plant","Pest control",2.89285714285714
"34","E",5,"01PLANT.Blackthorn","Plant","Pollination",3.11965811965812
"35","E",5,"01PLANT.Blackthorn","Plant","Seed dispersal",1.8
"36","E",6,"01PLANT.Bluebell","Plant","Bird watching",3
"37","E",6,"01PLANT.Bluebell","Plant","Butterfly watching",2.75
"38","E",6,"01PLANT.Bluebell","Plant","Crop damage",2.86666666666667
"39","E",6,"01PLANT.Bluebell","Plant","Crop production",3.66666666666667
"40","E",6,"01PLANT.Bluebell","Plant","Pest control",3.25
"41","E",6,"01PLANT.Bluebell","Plant","Pollination",3.44444444444444
"42","E",6,"01PLANT.Bluebell","Plant","Seed dispersal",3
"43","E",7,"01PLANT.Bramble","Plant","Bird watching",1.28571428571429
"44","E",7,"01PLANT.Bramble","Plant","Butterfly watching",1.875
"45","E",7,"01PLANT.Bramble","Plant","Crop damage",1.66666666666667
"46","E",7,"01PLANT.Bramble","Plant","Crop production",3.33333333333333
"47","E",7,"01PLANT.Bramble","Plant","Pest control",3.03571428571429
"48","E",7,"01PLANT.Bramble","Plant","Pollination",2.43589743589744
"49","E",7,"01PLANT.Bramble","Plant","Seed dispersal",1
"50","E",8,"01PLANT.Bristly Oxtongue","Plant","Bird watching",1.57142857142857
"51","E",8,"01PLANT.Bristly Oxtongue","Plant","Butterfly watching",3
"52","E",8,"01PLANT.Bristly Oxtongue","Plant","Crop damage",2.06666666666667
"53","E",8,"01PLANT.Bristly Oxtongue","Plant","Crop production",4
"54","E",8,"01PLANT.Bristly Oxtongue","Plant","Pest control",3.75
"55","E",8,"01PLANT.Bristly Oxtongue","Plant","Pollination",3.13675213675214
"56","E",8,"01PLANT.Bristly Oxtongue","Plant","Seed dispersal",1.8
"57","E",9,"01PLANT.Bugle","Plant","Bird watching",3.28571428571429
"58","E",9,"01PLANT.Bugle","Plant","Butterfly watching",3.25
"59","E",9,"01PLANT.Bugle","Plant","Crop damage",3.53333333333333
"60","E",9,"01PLANT.Bugle","Plant","Crop production",4
"61","E",9,"01PLANT.Bugle","Plant","Pest control",4.67857142857143
"62","E",9,"01PLANT.Bugle","Plant","Pollination",3.94017094017094
"63","E",9,"01PLANT.Bugle","Plant","Seed dispersal",3
"64","E",10,"01PLANT.Bush Vetch","Plant","Bird watching",1.85714285714286
"65","E",10,"01PLANT.Bush Vetch","Plant","Butterfly watching",3
"66","E",10,"01PLANT.Bush Vetch","Plant","Crop damage",1.93333333333333
"67","E",10,"01PLANT.Bush Vetch","Plant","Crop production",3.66666666666667
"68","E",10,"01PLANT.Bush Vetch","Plant","Pest control",3.25
"69","E",10,"01PLANT.Bush Vetch","Plant","Pollination",3.06837606837607
"70","E",10,"01PLANT.Bush Vetch","Plant","Seed dispersal",1.4
"71","E",11,"01PLANT.Charlock","Plant","Bird watching",2.14285714285714
"72","E",11,"01PLANT.Charlock","Plant","Butterfly watching",2.875
"73","E",11,"01PLANT.Charlock","Plant","Crop damage",1.93333333333333
"74","E",11,"01PLANT.Charlock","Plant","Crop production",2.33333333333333
"75","E",11,"01PLANT.Charlock","Plant","Pest control",3.10714285714286
"76","E",11,"01PLANT.Charlock","Plant","Pollination",2.8974358974359
"77","E",11,"01PLANT.Charlock","Plant","Seed dispersal",1
"78","E",12,"01PLANT.Chenopodium sp","Plant","Bird watching",1
"79","E",12,"01PLANT.Chenopodium sp","Plant","Butterfly watching",3
"80","E",12,"01PLANT.Chenopodium sp","Plant","Crop damage",1.26666666666667
"81","E",12,"01PLANT.Chenopodium sp","Plant","Crop production",3.66666666666667
"82","E",12,"01PLANT.Chenopodium sp","Plant","Pest control",3.25
"83","E",12,"01PLANT.Chenopodium sp","Plant","Pollination",3.13675213675214
"84","E",12,"01PLANT.Chenopodium sp","Plant","Seed dispersal",1
"85","E",13,"01PLANT.Cleavers","Plant","Bird watching",2.71428571428571
"86","E",13,"01PLANT.Cleavers","Plant","Butterfly watching",3
"87","E",13,"01PLANT.Cleavers","Plant","Crop damage",2.46666666666667
"88","E",13,"01PLANT.Cleavers","Plant","Crop production",4
"89","E",13,"01PLANT.Cleavers","Plant","Pest control",3.75
"90","E",13,"01PLANT.Cleavers","Plant","Pollination",3.11965811965812
"91","E",13,"01PLANT.Cleavers","Plant","Seed dispersal",1.8
"92","E",14,"01PLANT.Clover sp","Plant","Bird watching",1.57142857142857
"93","E",14,"01PLANT.Clover sp","Plant","Butterfly watching",2.125
"94","E",14,"01PLANT.Clover sp","Plant","Crop damage",1.66666666666667
"95","E",14,"01PLANT.Clover sp","Plant","Crop production",2.33333333333333
"96","E",14,"01PLANT.Clover sp","Plant","Pest control",2.60714285714286
"97","E",14,"01PLANT.Clover sp","Plant","Pollination",2.53846153846154
"98","E",14,"01PLANT.Clover sp","Plant","Seed dispersal",1.4
"99","E",15,"01PLANT.Common Bird's-foot-trefoil","Plant","Bird watching",3
"100","E",15,"01PLANT.Common Bird's-foot-trefoil","Plant","Butterfly watching",2.75
"101","E",15,"01PLANT.Common Bird's-foot-trefoil","Plant","Crop damage",3.26666666666667
"102","E",15,"01PLANT.Common Bird's-foot-trefoil","Plant","Crop production",4.33333333333333
"103","E",15,"01PLANT.Common Bird's-foot-trefoil","Plant","Pest control",4.39285714285714
"104","E",15,"01PLANT.Common Bird's-foot-trefoil","Plant","Pollination",3.51282051282051
"105","E",15,"01PLANT.Common Bird's-foot-trefoil","Plant","Seed dispersal",3
"106","E",16,"01PLANT.Common Chickweed","Plant","Bird watching",1.57142857142857
"107","E",16,"01PLANT.Common Chickweed","Plant","Butterfly watching",3
"108","E",16,"01PLANT.Common Chickweed","Plant","Crop damage",1.93333333333333
"109","E",16,"01PLANT.Common Chickweed","Plant","Crop production",4
"110","E",16,"01PLANT.Common Chickweed","Plant","Pest control",3.39285714285714
"111","E",16,"01PLANT.Common Chickweed","Plant","Pollination",3.13675213675214
"112","E",16,"01PLANT.Common Chickweed","Plant","Seed dispersal",1.8
"113","E",17,"01PLANT.Common Field Speedwell","Plant","Bird watching",2.71428571428571
"114","E",17,"01PLANT.Common Field Speedwell","Plant","Butterfly watching",3
"115","E",17,"01PLANT.Common Field Speedwell","Plant","Crop damage",2.73333333333333
"116","E",17,"01PLANT.Common Field Speedwell","Plant","Crop production",4
"117","E",17,"01PLANT.Common Field Speedwell","Plant","Pest control",3.75
"118","E",17,"01PLANT.Common Field Speedwell","Plant","Pollination",3.15384615384615
"119","E",17,"01PLANT.Common Field Speedwell","Plant","Seed dispersal",2.6
"120","E",18,"01PLANT.Common Fleabane","Plant","Bird watching",3
"121","E",18,"01PLANT.Common Fleabane","Plant","Butterfly watching",3.125
"122","E",18,"01PLANT.Common Fleabane","Plant","Crop damage",3
"123","E",18,"01PLANT.Common Fleabane","Plant","Crop production",2.66666666666667
"124","E",18,"01PLANT.Common Fleabane","Plant","Pest control",3.67857142857143
"125","E",18,"01PLANT.Common Fleabane","Plant","Pollination",3.52991452991453
"126","E",18,"01PLANT.Common Fleabane","Plant","Seed dispersal",3
"127","E",19,"01PLANT.Common Mouse-ear","Plant","Bird watching",1.57142857142857
"128","E",19,"01PLANT.Common Mouse-ear","Plant","Butterfly watching",3
"129","E",19,"01PLANT.Common Mouse-ear","Plant","Crop damage",1.93333333333333
"130","E",19,"01PLANT.Common Mouse-ear","Plant","Crop production",3.66666666666667
"131","E",19,"01PLANT.Common Mouse-ear","Plant","Pest control",3.67857142857143
"132","E",19,"01PLANT.Common Mouse-ear","Plant","Pollination",2.93162393162393
"133","E",19,"01PLANT.Common Mouse-ear","Plant","Seed dispersal",1.8
"134","E",20,"01PLANT.Common Poppy","Plant","Bird watching",2.14285714285714
"135","E",20,"01PLANT.Common Poppy","Plant","Butterfly watching",3
"136","E",20,"01PLANT.Common Poppy","Plant","Crop damage",2.46666666666667
"137","E",20,"01PLANT.Common Poppy","Plant","Crop production",3.66666666666667
"138","E",20,"01PLANT.Common Poppy","Plant","Pest control",3.75
"139","E",20,"01PLANT.Common Poppy","Plant","Pollination",3.01709401709402
"140","E",20,"01PLANT.Common Poppy","Plant","Seed dispersal",2.6
"141","E",21,"01PLANT.Common Vetch","Plant","Bird watching",3
"142","E",21,"01PLANT.Common Vetch","Plant","Butterfly watching",2.75
"143","E",21,"01PLANT.Common Vetch","Plant","Crop damage",3
"144","E",21,"01PLANT.Common Vetch","Plant","Crop production",2.66666666666667
"145","E",21,"01PLANT.Common Vetch","Plant","Pest control",3.67857142857143
"146","E",21,"01PLANT.Common Vetch","Plant","Pollination",3.06837606837607
"147","E",21,"01PLANT.Common Vetch","Plant","Seed dispersal",3
"148","E",22,"01PLANT.Corn Mint","Plant","Bird watching",3
"149","E",22,"01PLANT.Corn Mint","Plant","Butterfly watching",2.875
